[front_panel]
mode=T1 - R1
output=10 dB
gain=15 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=2
begin=0
end=150
sound speed=2750
units=0

[ascan]
fft filter=0
fft middle=1
fft width=1
fft gate=0
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [µs]	Amplitude	HF-filtered	Amplitude-filtered	
3,700E+01	1,666E-02	0,000E+00	0,000E+00	
3,704E+01	1,587E-02	0,000E+00	0,000E+00	
3,708E+01	1,520E-02	0,000E+00	0,000E+00	
3,712E+01	1,470E-02	0,000E+00	0,000E+00	
3,716E+01	1,439E-02	0,000E+00	0,000E+00	
3,720E+01	1,427E-02	0,000E+00	0,000E+00	
3,724E+01	1,434E-02	0,000E+00	0,000E+00	
3,728E+01	1,457E-02	0,000E+00	0,000E+00	
3,732E+01	1,494E-02	0,000E+00	0,000E+00	
3,736E+01	1,539E-02	0,000E+00	0,000E+00	
3,740E+01	1,589E-02	0,000E+00	0,000E+00	
3,744E+01	1,639E-02	0,000E+00	0,000E+00	
3,748E+01	1,686E-02	0,000E+00	0,000E+00	
3,752E+01	1,726E-02	0,000E+00	0,000E+00	
3,756E+01	1,757E-02	0,000E+00	0,000E+00	
3,760E+01	1,778E-02	0,000E+00	0,000E+00	
3,764E+01	1,790E-02	0,000E+00	0,000E+00	
3,768E+01	1,795E-02	0,000E+00	0,000E+00	
3,772E+01	1,796E-02	0,000E+00	0,000E+00	
3,776E+01	1,797E-02	0,000E+00	0,000E+00	
3,780E+01	1,803E-02	0,000E+00	0,000E+00	
3,784E+01	1,819E-02	0,000E+00	0,000E+00	
3,788E+01	1,850E-02	0,000E+00	0,000E+00	
3,792E+01	1,898E-02	0,000E+00	0,000E+00	
3,796E+01	1,967E-02	0,000E+00	0,000E+00	
3,800E+01	2,056E-02	0,000E+00	0,000E+00	
3,804E+01	2,163E-02	0,000E+00	0,000E+00	
3,808E+01	2,282E-02	0,000E+00	0,000E+00	
3,812E+01	2,409E-02	0,000E+00	0,000E+00	
3,816E+01	2,533E-02	0,000E+00	0,000E+00	
3,820E+01	2,647E-02	0,000E+00	0,000E+00	
3,824E+01	2,742E-02	0,000E+00	0,000E+00	
3,828E+01	2,812E-02	0,000E+00	0,000E+00	
3,832E+01	2,852E-02	0,000E+00	0,000E+00	
3,836E+01	2,862E-02	0,000E+00	0,000E+00	
3,840E+01	2,842E-02	0,000E+00	0,000E+00	
3,844E+01	2,799E-02	0,000E+00	0,000E+00	
3,848E+01	2,738E-02	0,000E+00	0,000E+00	
3,852E+01	2,668E-02	0,000E+00	0,000E+00	
3,856E+01	2,597E-02	0,000E+00	0,000E+00	
3,860E+01	2,532E-02	0,000E+00	0,000E+00	
3,864E+01	2,480E-02	0,000E+00	0,000E+00	
3,868E+01	2,444E-02	0,000E+00	0,000E+00	
3,872E+01	2,427E-02	0,000E+00	0,000E+00	
3,876E+01	2,429E-02	0,000E+00	0,000E+00	
3,880E+01	2,449E-02	0,000E+00	0,000E+00	
3,884E+01	2,485E-02	0,000E+00	0,000E+00	
3,888E+01	2,533E-02	0,000E+00	0,000E+00	
3,892E+01	2,589E-02	0,000E+00	0,000E+00	
3,896E+01	2,649E-02	0,000E+00	0,000E+00	
3,900E+01	2,710E-02	0,000E+00	0,000E+00	
3,904E+01	2,769E-02	0,000E+00	0,000E+00	
3,908E+01	2,824E-02	0,000E+00	0,000E+00	
3,912E+01	2,873E-02	0,000E+00	0,000E+00	
3,916E+01	2,916E-02	0,000E+00	0,000E+00	
3,920E+01	2,953E-02	0,000E+00	0,000E+00	
3,924E+01	2,982E-02	0,000E+00	0,000E+00	
3,928E+01	3,005E-02	0,000E+00	0,000E+00	
3,932E+01	3,020E-02	0,000E+00	0,000E+00	
3,936E+01	3,028E-02	0,000E+00	0,000E+00	
3,940E+01	3,031E-02	0,000E+00	0,000E+00	
3,944E+01	3,028E-02	0,000E+00	0,000E+00	
3,948E+01	3,022E-02	0,000E+00	0,000E+00	
3,952E+01	3,015E-02	0,000E+00	0,000E+00	
3,956E+01	3,007E-02	0,000E+00	0,000E+00	
3,960E+01	3,001E-02	0,000E+00	0,000E+00	
3,964E+01	2,997E-02	0,000E+00	0,000E+00	
3,968E+01	2,995E-02	0,000E+00	0,000E+00	
3,972E+01	2,994E-02	0,000E+00	0,000E+00	
3,976E+01	2,993E-02	0,000E+00	0,000E+00	
3,980E+01	2,991E-02	0,000E+00	0,000E+00	
3,984E+01	2,986E-02	0,000E+00	0,000E+00	
3,988E+01	2,977E-02	0,000E+00	0,000E+00	
3,992E+01	2,966E-02	0,000E+00	0,000E+00	
3,996E+01	2,952E-02	0,000E+00	0,000E+00	
4,000E+01	2,936E-02	0,000E+00	0,000E+00	
4,004E+01	2,922E-02	0,000E+00	0,000E+00	
4,008E+01	2,910E-02	0,000E+00	0,000E+00	
4,012E+01	2,902E-02	0,000E+00	0,000E+00	
4,016E+01	2,899E-02	0,000E+00	0,000E+00	
4,020E+01	2,900E-02	0,000E+00	0,000E+00	
4,024E+01	2,903E-02	0,000E+00	0,000E+00	
4,028E+01	2,906E-02	0,000E+00	0,000E+00	
4,032E+01	2,904E-02	0,000E+00	0,000E+00	
4,036E+01	2,896E-02	0,000E+00	0,000E+00	
4,040E+01	2,877E-02	0,000E+00	0,000E+00	
4,044E+01	2,846E-02	0,000E+00	0,000E+00	
4,048E+01	2,801E-02	0,000E+00	0,000E+00	
4,052E+01	2,745E-02	0,000E+00	0,000E+00	
4,056E+01	2,681E-02	0,000E+00	0,000E+00	
4,060E+01	2,612E-02	0,000E+00	0,000E+00	
4,064E+01	2,546E-02	0,000E+00	0,000E+00	
4,068E+01	2,489E-02	0,000E+00	0,000E+00	
4,072E+01	2,446E-02	0,000E+00	0,000E+00	
4,076E+01	2,426E-02	0,000E+00	0,000E+00	
4,080E+01	2,431E-02	0,000E+00	0,000E+00	
4,084E+01	2,466E-02	0,000E+00	0,000E+00	
4,088E+01	2,531E-02	0,000E+00	0,000E+00	
4,092E+01	2,626E-02	0,000E+00	0,000E+00	
4,096E+01	2,746E-02	0,000E+00	0,000E+00	
4,100E+01	2,887E-02	0,000E+00	0,000E+00	
4,104E+01	3,041E-02	0,000E+00	0,000E+00	
4,108E+01	3,202E-02	0,000E+00	0,000E+00	
4,112E+01	3,362E-02	0,000E+00	0,000E+00	
4,116E+01	3,516E-02	0,000E+00	0,000E+00	
4,120E+01	3,658E-02	0,000E+00	0,000E+00	
4,124E+01	3,786E-02	0,000E+00	0,000E+00	
4,128E+01	3,899E-02	0,000E+00	0,000E+00	
4,132E+01	3,997E-02	0,000E+00	0,000E+00	
4,136E+01	4,078E-02	0,000E+00	0,000E+00	
4,140E+01	4,142E-02	0,000E+00	0,000E+00	
4,144E+01	4,188E-02	0,000E+00	0,000E+00	
4,148E+01	4,214E-02	0,000E+00	0,000E+00	
4,152E+01	4,214E-02	0,000E+00	0,000E+00	
4,156E+01	4,188E-02	0,000E+00	0,000E+00	
4,160E+01	4,131E-02	0,000E+00	0,000E+00	
4,164E+01	4,043E-02	0,000E+00	0,000E+00	
4,168E+01	3,925E-02	0,000E+00	0,000E+00	
4,172E+01	3,781E-02	0,000E+00	0,000E+00	
4,176E+01	3,618E-02	0,000E+00	0,000E+00	
4,180E+01	3,442E-02	0,000E+00	0,000E+00	
4,184E+01	3,263E-02	0,000E+00	0,000E+00	
4,188E+01	3,089E-02	0,000E+00	0,000E+00	
4,192E+01	2,930E-02	0,000E+00	0,000E+00	
4,196E+01	2,791E-02	0,000E+00	0,000E+00	
4,200E+01	2,678E-02	0,000E+00	0,000E+00	
4,204E+01	2,595E-02	0,000E+00	0,000E+00	
4,208E+01	2,540E-02	0,000E+00	0,000E+00	
4,212E+01	2,514E-02	0,000E+00	0,000E+00	
4,216E+01	2,514E-02	0,000E+00	0,000E+00	
4,220E+01	2,536E-02	0,000E+00	0,000E+00	
4,224E+01	2,576E-02	0,000E+00	0,000E+00	
4,228E+01	2,630E-02	0,000E+00	0,000E+00	
4,232E+01	2,694E-02	0,000E+00	0,000E+00	
4,236E+01	2,766E-02	0,000E+00	0,000E+00	
4,240E+01	2,843E-02	0,000E+00	0,000E+00	
4,244E+01	2,921E-02	0,000E+00	0,000E+00	
4,248E+01	2,998E-02	0,000E+00	0,000E+00	
4,252E+01	3,071E-02	0,000E+00	0,000E+00	
4,256E+01	3,138E-02	0,000E+00	0,000E+00	
4,260E+01	3,195E-02	0,000E+00	0,000E+00	
4,264E+01	3,239E-02	0,000E+00	0,000E+00	
4,268E+01	3,268E-02	0,000E+00	0,000E+00	
4,272E+01	3,281E-02	0,000E+00	0,000E+00	
4,276E+01	3,279E-02	0,000E+00	0,000E+00	
4,280E+01	3,262E-02	0,000E+00	0,000E+00	
4,284E+01	3,234E-02	0,000E+00	0,000E+00	
4,288E+01	3,196E-02	0,000E+00	0,000E+00	
4,292E+01	3,154E-02	0,000E+00	0,000E+00	
4,296E+01	3,110E-02	0,000E+00	0,000E+00	
4,300E+01	3,069E-02	0,000E+00	0,000E+00	
4,304E+01	3,034E-02	0,000E+00	0,000E+00	
4,308E+01	3,008E-02	0,000E+00	0,000E+00	
4,312E+01	2,991E-02	0,000E+00	0,000E+00	
4,316E+01	2,985E-02	0,000E+00	0,000E+00	
4,320E+01	2,991E-02	0,000E+00	0,000E+00	
4,324E+01	3,009E-02	0,000E+00	0,000E+00	
4,328E+01	3,040E-02	0,000E+00	0,000E+00	
4,332E+01	3,083E-02	0,000E+00	0,000E+00	
4,336E+01	3,139E-02	0,000E+00	0,000E+00	
4,340E+01	3,208E-02	0,000E+00	0,000E+00	
4,344E+01	3,289E-02	0,000E+00	0,000E+00	
4,348E+01	3,378E-02	0,000E+00	0,000E+00	
4,352E+01	3,472E-02	0,000E+00	0,000E+00	
4,356E+01	3,564E-02	0,000E+00	0,000E+00	
4,360E+01	3,649E-02	0,000E+00	0,000E+00	
4,364E+01	3,717E-02	0,000E+00	0,000E+00	
4,368E+01	3,761E-02	0,000E+00	0,000E+00	
4,372E+01	3,776E-02	0,000E+00	0,000E+00	
4,376E+01	3,755E-02	0,000E+00	0,000E+00	
4,380E+01	3,699E-02	0,000E+00	0,000E+00	
4,384E+01	3,607E-02	0,000E+00	0,000E+00	
4,388E+01	3,483E-02	0,000E+00	0,000E+00	
4,392E+01	3,336E-02	0,000E+00	0,000E+00	
4,396E+01	3,173E-02	0,000E+00	0,000E+00	
4,400E+01	3,004E-02	0,000E+00	0,000E+00	
4,404E+01	2,840E-02	0,000E+00	0,000E+00	
4,408E+01	2,690E-02	0,000E+00	0,000E+00	
4,412E+01	2,563E-02	0,000E+00	0,000E+00	
4,416E+01	2,466E-02	0,000E+00	0,000E+00	
4,420E+01	2,401E-02	0,000E+00	0,000E+00	
4,424E+01	2,371E-02	0,000E+00	0,000E+00	
4,428E+01	2,372E-02	0,000E+00	0,000E+00	
4,432E+01	2,401E-02	0,000E+00	0,000E+00	
4,436E+01	2,451E-02	0,000E+00	0,000E+00	
4,440E+01	2,514E-02	0,000E+00	0,000E+00	
4,444E+01	2,583E-02	0,000E+00	0,000E+00	
4,448E+01	2,647E-02	0,000E+00	0,000E+00	
4,452E+01	2,702E-02	0,000E+00	0,000E+00	
4,456E+01	2,739E-02	0,000E+00	0,000E+00	
4,460E+01	2,756E-02	0,000E+00	0,000E+00	
4,464E+01	2,750E-02	0,000E+00	0,000E+00	
4,468E+01	2,721E-02	0,000E+00	0,000E+00	
4,472E+01	2,672E-02	0,000E+00	0,000E+00	
4,476E+01	2,608E-02	0,000E+00	0,000E+00	
4,480E+01	2,534E-02	0,000E+00	0,000E+00	
4,484E+01	2,455E-02	0,000E+00	0,000E+00	
4,488E+01	2,379E-02	0,000E+00	0,000E+00	
4,492E+01	2,311E-02	0,000E+00	0,000E+00	
4,496E+01	2,253E-02	0,000E+00	0,000E+00	
4,500E+01	2,209E-02	0,000E+00	0,000E+00	
4,504E+01	2,180E-02	0,000E+00	0,000E+00	
4,508E+01	2,166E-02	0,000E+00	0,000E+00	
4,512E+01	2,168E-02	0,000E+00	0,000E+00	
4,516E+01	2,185E-02	0,000E+00	0,000E+00	
4,520E+01	2,217E-02	0,000E+00	0,000E+00	
4,524E+01	2,262E-02	0,000E+00	0,000E+00	
4,528E+01	2,322E-02	0,000E+00	0,000E+00	
4,532E+01	2,393E-02	0,000E+00	0,000E+00	
4,536E+01	2,474E-02	0,000E+00	0,000E+00	
4,540E+01	2,561E-02	0,000E+00	0,000E+00	
4,544E+01	2,651E-02	0,000E+00	0,000E+00	
4,548E+01	2,739E-02	0,000E+00	0,000E+00	
4,552E+01	2,820E-02	0,000E+00	0,000E+00	
4,556E+01	2,889E-02	0,000E+00	0,000E+00	
4,560E+01	2,943E-02	0,000E+00	0,000E+00	
4,564E+01	2,979E-02	0,000E+00	0,000E+00	
4,568E+01	2,998E-02	0,000E+00	0,000E+00	
4,572E+01	3,001E-02	0,000E+00	0,000E+00	
4,576E+01	2,989E-02	0,000E+00	0,000E+00	
4,580E+01	2,966E-02	0,000E+00	0,000E+00	
4,584E+01	2,934E-02	0,000E+00	0,000E+00	
4,588E+01	2,897E-02	0,000E+00	0,000E+00	
4,592E+01	2,856E-02	0,000E+00	0,000E+00	
4,596E+01	2,812E-02	0,000E+00	0,000E+00	
4,600E+01	2,768E-02	0,000E+00	0,000E+00	
4,604E+01	2,726E-02	0,000E+00	0,000E+00	
4,608E+01	2,687E-02	0,000E+00	0,000E+00	
4,612E+01	2,654E-02	0,000E+00	0,000E+00	
4,616E+01	2,633E-02	0,000E+00	0,000E+00	
4,620E+01	2,625E-02	0,000E+00	0,000E+00	
4,624E+01	2,636E-02	0,000E+00	0,000E+00	
4,628E+01	2,667E-02	0,000E+00	0,000E+00	
4,632E+01	2,722E-02	0,000E+00	0,000E+00	
4,636E+01	2,799E-02	0,000E+00	0,000E+00	
4,640E+01	2,897E-02	0,000E+00	0,000E+00	
4,644E+01	3,012E-02	0,000E+00	0,000E+00	
4,648E+01	3,139E-02	0,000E+00	0,000E+00	
4,652E+01	3,270E-02	0,000E+00	0,000E+00	
4,656E+01	3,396E-02	0,000E+00	0,000E+00	
4,660E+01	3,507E-02	0,000E+00	0,000E+00	
4,664E+01	3,593E-02	0,000E+00	0,000E+00	
4,668E+01	3,646E-02	0,000E+00	0,000E+00	
4,672E+01	3,660E-02	0,000E+00	0,000E+00	
4,676E+01	3,629E-02	0,000E+00	0,000E+00	
4,680E+01	3,553E-02	0,000E+00	0,000E+00	
4,684E+01	3,435E-02	0,000E+00	0,000E+00	
4,688E+01	3,280E-02	0,000E+00	0,000E+00	
4,692E+01	3,096E-02	0,000E+00	0,000E+00	
4,696E+01	2,894E-02	0,000E+00	0,000E+00	
4,700E+01	2,685E-02	0,000E+00	0,000E+00	
4,704E+01	2,479E-02	0,000E+00	0,000E+00	
4,708E+01	2,288E-02	0,000E+00	0,000E+00	
4,712E+01	2,121E-02	0,000E+00	0,000E+00	
4,716E+01	1,984E-02	0,000E+00	0,000E+00	
4,720E+01	1,884E-02	0,000E+00	0,000E+00	
4,724E+01	1,823E-02	0,000E+00	0,000E+00	
4,728E+01	1,800E-02	0,000E+00	0,000E+00	
4,732E+01	1,815E-02	0,000E+00	0,000E+00	
4,736E+01	1,863E-02	0,000E+00	0,000E+00	
4,740E+01	1,936E-02	0,000E+00	0,000E+00	
4,744E+01	2,029E-02	0,000E+00	0,000E+00	
4,748E+01	2,134E-02	0,000E+00	0,000E+00	
4,752E+01	2,241E-02	0,000E+00	0,000E+00	
4,756E+01	2,345E-02	0,000E+00	0,000E+00	
4,760E+01	2,439E-02	0,000E+00	0,000E+00	
4,764E+01	2,518E-02	0,000E+00	0,000E+00	
4,768E+01	2,580E-02	0,000E+00	0,000E+00	
4,772E+01	2,622E-02	0,000E+00	0,000E+00	
4,776E+01	2,645E-02	0,000E+00	0,000E+00	
4,780E+01	2,649E-02	0,000E+00	0,000E+00	
4,784E+01	2,636E-02	0,000E+00	0,000E+00	
4,788E+01	2,609E-02	0,000E+00	0,000E+00	
4,792E+01	2,569E-02	0,000E+00	0,000E+00	
4,796E+01	2,520E-02	0,000E+00	0,000E+00	
4,800E+01	2,465E-02	0,000E+00	0,000E+00	
4,804E+01	2,404E-02	0,000E+00	0,000E+00	
4,808E+01	2,341E-02	0,000E+00	0,000E+00	
4,812E+01	2,275E-02	0,000E+00	0,000E+00	
4,816E+01	2,210E-02	0,000E+00	0,000E+00	
4,820E+01	2,145E-02	0,000E+00	0,000E+00	
4,824E+01	2,083E-02	0,000E+00	0,000E+00	
4,828E+01	2,025E-02	0,000E+00	0,000E+00	
4,832E+01	1,974E-02	0,000E+00	0,000E+00	
4,836E+01	1,933E-02	0,000E+00	0,000E+00	
4,840E+01	1,904E-02	0,000E+00	0,000E+00	
4,844E+01	1,889E-02	0,000E+00	0,000E+00	
4,848E+01	1,889E-02	0,000E+00	0,000E+00	
4,852E+01	1,905E-02	0,000E+00	0,000E+00	
4,856E+01	1,933E-02	0,000E+00	0,000E+00	
4,860E+01	1,972E-02	0,000E+00	0,000E+00	
4,864E+01	2,018E-02	0,000E+00	0,000E+00	
4,868E+01	2,064E-02	0,000E+00	0,000E+00	
4,872E+01	2,107E-02	0,000E+00	0,000E+00	
4,876E+01	2,143E-02	0,000E+00	0,000E+00	
4,880E+01	2,168E-02	0,000E+00	0,000E+00	
4,884E+01	2,180E-02	0,000E+00	0,000E+00	
4,888E+01	2,180E-02	0,000E+00	0,000E+00	
4,892E+01	2,168E-02	0,000E+00	0,000E+00	
4,896E+01	2,148E-02	0,000E+00	0,000E+00	
4,900E+01	2,121E-02	0,000E+00	0,000E+00	
4,904E+01	2,092E-02	0,000E+00	0,000E+00	
4,908E+01	2,064E-02	0,000E+00	0,000E+00	
4,912E+01	2,038E-02	0,000E+00	0,000E+00	
4,916E+01	2,018E-02	0,000E+00	0,000E+00	
4,920E+01	2,004E-02	0,000E+00	0,000E+00	
4,924E+01	1,998E-02	0,000E+00	0,000E+00	
4,928E+01	2,000E-02	0,000E+00	0,000E+00	
4,932E+01	2,011E-02	0,000E+00	0,000E+00	
4,936E+01	2,032E-02	0,000E+00	0,000E+00	
4,940E+01	2,063E-02	0,000E+00	0,000E+00	
4,944E+01	2,104E-02	0,000E+00	0,000E+00	
4,948E+01	2,155E-02	0,000E+00	0,000E+00	
4,952E+01	2,217E-02	0,000E+00	0,000E+00	
4,956E+01	2,287E-02	0,000E+00	0,000E+00	
4,960E+01	2,365E-02	0,000E+00	0,000E+00	
4,964E+01	2,449E-02	0,000E+00	0,000E+00	
4,968E+01	2,536E-02	0,000E+00	0,000E+00	
4,972E+01	2,625E-02	0,000E+00	0,000E+00	
4,976E+01	2,713E-02	0,000E+00	0,000E+00	
4,980E+01	2,798E-02	0,000E+00	0,000E+00	
4,984E+01	2,880E-02	0,000E+00	0,000E+00	
4,988E+01	2,958E-02	0,000E+00	0,000E+00	
4,992E+01	3,033E-02	0,000E+00	0,000E+00	
4,996E+01	3,105E-02	0,000E+00	0,000E+00	
5,000E+01	3,176E-02	0,000E+00	0,000E+00	
5,004E+01	3,246E-02	0,000E+00	0,000E+00	
5,008E+01	3,314E-02	0,000E+00	0,000E+00	
5,012E+01	3,379E-02	0,000E+00	0,000E+00	
5,016E+01	3,439E-02	0,000E+00	0,000E+00	
5,020E+01	3,489E-02	0,000E+00	0,000E+00	
5,024E+01	3,524E-02	0,000E+00	0,000E+00	
5,028E+01	3,540E-02	0,000E+00	0,000E+00	
5,032E+01	3,534E-02	0,000E+00	0,000E+00	
5,036E+01	3,502E-02	0,000E+00	0,000E+00	
5,040E+01	3,445E-02	0,000E+00	0,000E+00	
5,044E+01	3,365E-02	0,000E+00	0,000E+00	
5,048E+01	3,265E-02	0,000E+00	0,000E+00	
5,052E+01	3,151E-02	0,000E+00	0,000E+00	
5,056E+01	3,029E-02	0,000E+00	0,000E+00	
5,060E+01	2,904E-02	0,000E+00	0,000E+00	
5,064E+01	2,781E-02	0,000E+00	0,000E+00	
5,068E+01	2,665E-02	0,000E+00	0,000E+00	
5,072E+01	2,557E-02	0,000E+00	0,000E+00	
5,076E+01	2,458E-02	0,000E+00	0,000E+00	
5,080E+01	2,367E-02	0,000E+00	0,000E+00	
5,084E+01	2,285E-02	0,000E+00	0,000E+00	
5,088E+01	2,211E-02	0,000E+00	0,000E+00	
5,092E+01	2,145E-02	0,000E+00	0,000E+00	
5,096E+01	2,087E-02	0,000E+00	0,000E+00	
5,100E+01	2,039E-02	0,000E+00	0,000E+00	
5,104E+01	2,005E-02	0,000E+00	0,000E+00	
5,108E+01	1,984E-02	0,000E+00	0,000E+00	
5,112E+01	1,981E-02	0,000E+00	0,000E+00	
5,116E+01	1,996E-02	0,000E+00	0,000E+00	
5,120E+01	2,030E-02	0,000E+00	0,000E+00	
5,124E+01	2,080E-02	0,000E+00	0,000E+00	
5,128E+01	2,144E-02	0,000E+00	0,000E+00	
5,132E+01	2,218E-02	0,000E+00	0,000E+00	
5,136E+01	2,296E-02	0,000E+00	0,000E+00	
5,140E+01	2,374E-02	0,000E+00	0,000E+00	
5,144E+01	2,446E-02	0,000E+00	0,000E+00	
5,148E+01	2,509E-02	0,000E+00	0,000E+00	
5,152E+01	2,558E-02	0,000E+00	0,000E+00	
5,156E+01	2,591E-02	0,000E+00	0,000E+00	
5,160E+01	2,610E-02	0,000E+00	0,000E+00	
5,164E+01	2,613E-02	0,000E+00	0,000E+00	
5,168E+01	2,603E-02	0,000E+00	0,000E+00	
5,172E+01	2,583E-02	0,000E+00	0,000E+00	
5,176E+01	2,555E-02	0,000E+00	0,000E+00	
5,180E+01	2,523E-02	0,000E+00	0,000E+00	
5,184E+01	2,488E-02	0,000E+00	0,000E+00	
5,188E+01	2,452E-02	0,000E+00	0,000E+00	
5,192E+01	2,417E-02	0,000E+00	0,000E+00	
5,196E+01	2,381E-02	0,000E+00	0,000E+00	
5,200E+01	2,346E-02	0,000E+00	0,000E+00	
5,204E+01	2,310E-02	0,000E+00	0,000E+00	
5,208E+01	2,273E-02	0,000E+00	0,000E+00	
5,212E+01	2,236E-02	0,000E+00	0,000E+00	
5,216E+01	2,199E-02	0,000E+00	0,000E+00	
5,220E+01	2,165E-02	0,000E+00	0,000E+00	
5,224E+01	2,137E-02	0,000E+00	0,000E+00	
5,228E+01	2,118E-02	0,000E+00	0,000E+00	
5,232E+01	2,109E-02	0,000E+00	0,000E+00	
5,236E+01	2,113E-02	0,000E+00	0,000E+00	
5,240E+01	2,130E-02	0,000E+00	0,000E+00	
5,244E+01	2,159E-02	0,000E+00	0,000E+00	
5,248E+01	2,196E-02	0,000E+00	0,000E+00	
5,252E+01	2,238E-02	0,000E+00	0,000E+00	
5,256E+01	2,279E-02	0,000E+00	0,000E+00	
5,260E+01	2,313E-02	0,000E+00	0,000E+00	
5,264E+01	2,332E-02	0,000E+00	0,000E+00	
5,268E+01	2,332E-02	0,000E+00	0,000E+00	
5,272E+01	2,308E-02	0,000E+00	0,000E+00	
5,276E+01	2,259E-02	0,000E+00	0,000E+00	
5,280E+01	2,185E-02	0,000E+00	0,000E+00	
5,284E+01	2,088E-02	0,000E+00	0,000E+00	
5,288E+01	1,974E-02	0,000E+00	0,000E+00	
5,292E+01	1,848E-02	0,000E+00	0,000E+00	
5,296E+01	1,718E-02	0,000E+00	0,000E+00	
5,300E+01	1,592E-02	0,000E+00	0,000E+00	
5,304E+01	1,476E-02	0,000E+00	0,000E+00	
5,308E+01	1,376E-02	0,000E+00	0,000E+00	
5,312E+01	1,297E-02	0,000E+00	0,000E+00	
5,316E+01	1,241E-02	0,000E+00	0,000E+00	
5,320E+01	1,211E-02	0,000E+00	0,000E+00	
5,324E+01	1,208E-02	0,000E+00	0,000E+00	
5,328E+01	1,233E-02	0,000E+00	0,000E+00	
5,332E+01	1,284E-02	0,000E+00	0,000E+00	
5,336E+01	1,360E-02	0,000E+00	0,000E+00	
5,340E+01	1,458E-02	0,000E+00	0,000E+00	
5,344E+01	1,577E-02	0,000E+00	0,000E+00	
5,348E+01	1,712E-02	0,000E+00	0,000E+00	
5,352E+01	1,859E-02	0,000E+00	0,000E+00	
5,356E+01	2,011E-02	0,000E+00	0,000E+00	
5,360E+01	2,164E-02	0,000E+00	0,000E+00	
5,364E+01	2,312E-02	0,000E+00	0,000E+00	
5,368E+01	2,448E-02	0,000E+00	0,000E+00	
5,372E+01	2,566E-02	0,000E+00	0,000E+00	
5,376E+01	2,663E-02	0,000E+00	0,000E+00	
5,380E+01	2,735E-02	0,000E+00	0,000E+00	
5,384E+01	2,779E-02	0,000E+00	0,000E+00	
5,388E+01	2,797E-02	0,000E+00	0,000E+00	
5,392E+01	2,789E-02	0,000E+00	0,000E+00	
5,396E+01	2,758E-02	0,000E+00	0,000E+00	
5,400E+01	2,706E-02	0,000E+00	0,000E+00	
5,404E+01	2,639E-02	0,000E+00	0,000E+00	
5,408E+01	2,559E-02	0,000E+00	0,000E+00	
5,412E+01	2,470E-02	0,000E+00	0,000E+00	
5,416E+01	2,375E-02	0,000E+00	0,000E+00	
5,420E+01	2,278E-02	0,000E+00	0,000E+00	
5,424E+01	2,181E-02	0,000E+00	0,000E+00	
5,428E+01	2,088E-02	0,000E+00	0,000E+00	
5,432E+01	1,999E-02	0,000E+00	0,000E+00	
5,436E+01	1,919E-02	0,000E+00	0,000E+00	
5,440E+01	1,849E-02	0,000E+00	0,000E+00	
5,444E+01	1,789E-02	0,000E+00	0,000E+00	
5,448E+01	1,742E-02	0,000E+00	0,000E+00	
5,452E+01	1,707E-02	0,000E+00	0,000E+00	
5,456E+01	1,683E-02	0,000E+00	0,000E+00	
5,460E+01	1,669E-02	0,000E+00	0,000E+00	
5,464E+01	1,662E-02	0,000E+00	0,000E+00	
5,468E+01	1,662E-02	0,000E+00	0,000E+00	
5,472E+01	1,664E-02	0,000E+00	0,000E+00	
5,476E+01	1,669E-02	0,000E+00	0,000E+00	
5,480E+01	1,673E-02	0,000E+00	0,000E+00	
5,484E+01	1,677E-02	0,000E+00	0,000E+00	
5,488E+01	1,679E-02	0,000E+00	0,000E+00	
5,492E+01	1,681E-02	0,000E+00	0,000E+00	
5,496E+01	1,682E-02	0,000E+00	0,000E+00	
5,500E+01	1,683E-02	0,000E+00	0,000E+00	
5,504E+01	1,686E-02	0,000E+00	0,000E+00	
5,508E+01	1,690E-02	0,000E+00	0,000E+00	
5,512E+01	1,695E-02	0,000E+00	0,000E+00	
5,516E+01	1,700E-02	0,000E+00	0,000E+00	
5,520E+01	1,705E-02	0,000E+00	0,000E+00	
5,524E+01	1,710E-02	0,000E+00	0,000E+00	
5,528E+01	1,714E-02	0,000E+00	0,000E+00	
5,532E+01	1,718E-02	0,000E+00	0,000E+00	
5,536E+01	1,724E-02	0,000E+00	0,000E+00	
5,540E+01	1,733E-02	0,000E+00	0,000E+00	
5,544E+01	1,748E-02	0,000E+00	0,000E+00	
5,548E+01	1,772E-02	0,000E+00	0,000E+00	
5,552E+01	1,808E-02	0,000E+00	0,000E+00	
5,556E+01	1,856E-02	0,000E+00	0,000E+00	
5,560E+01	1,917E-02	0,000E+00	0,000E+00	
5,564E+01	1,987E-02	0,000E+00	0,000E+00	
5,568E+01	2,063E-02	0,000E+00	0,000E+00	
5,572E+01	2,139E-02	0,000E+00	0,000E+00	
5,576E+01	2,211E-02	0,000E+00	0,000E+00	
5,580E+01	2,271E-02	0,000E+00	0,000E+00	
5,584E+01	2,315E-02	0,000E+00	0,000E+00	
5,588E+01	2,339E-02	0,000E+00	0,000E+00	
5,592E+01	2,342E-02	0,000E+00	0,000E+00	
5,596E+01	2,324E-02	0,000E+00	0,000E+00	
5,600E+01	2,288E-02	0,000E+00	0,000E+00	
